name,child_present,left_risk,right_risk,speed_kph,mode,action
car_vs_car,0,0.4126450975455027,0.07687051098754505,51,virtue,brake
car_vs_car,0,0.8394709492122663,0.8444941230777826,13,virtue,brake
car_vs_pedestrian,0,0.17301540948626204,0.03758535635444138,44,virtue,hold_lane
car_vs_car,1,0.013826914052291861,0.898826185288813,59,virtue,brake
car_vs_pedestrian,1,0.3880823501137123,0.9756181416000317,24,virtue,brake
pedestrian_vs_pedestrian,1,0.736064104307449,0.6674552024607826,18,virtue,brake
pedestrian_vs_pedestrian,0,0.9717277333775686,0.9842553049441739,61,virtue,brake
pedestrian_vs_pedestrian,0,0.8836538793510554,0.8219918421286039,9,virtue,brake
pedestrian_vs_pedestrian,0,0.48407461193713885,0.04436550013381291,64,virtue,brake
car_vs_car,1,0.8128172831963666,0.0038109442024668594,34,virtue,slow_down
pedestrian_vs_pedestrian,1,0.07033045786761405,0.020798489422265587,51,virtue,brake
car_vs_car,0,0.5722723475848833,0.4519069599193807,26,virtue,slow_down
car_vs_pedestrian,0,0.9242984130144701,0.6233826111176644,50,virtue,brake
pedestrian_vs_pedestrian,1,0.39638514749073994,0.481471822700529,65,virtue,brake
car_vs_car,1,0.9601006296631156,0.6771303258145621,35,virtue,brake
car_vs_pedestrian,0,0.2206850967291053,0.4496026341128786,15,virtue,slow_down
car_vs_car,1,0.10563380953339352,0.042563803110388654,5,virtue,slow_down
pedestrian_vs_pedestrian,0,0.5247623360817011,0.22616670485102064,65,virtue,brake
car_vs_pedestrian,0,0.9072468719812243,0.9926242366047102,70,virtue,brake
car_vs_car,0,0.3112792187447442,0.3458638376986649,46,virtue,brake
car_vs_pedestrian,1,0.8001603193989524,0.3247657377447294,1,virtue,slow_down
pedestrian_vs_pedestrian,1,0.16919726588028094,0.15279204901917431,62,virtue,brake
car_vs_car,0,0.7455703960009396,0.9871437221189596,35,virtue,brake
car_vs_pedestrian,1,0.557026941387431,0.23045932159259874,16,virtue,slow_down
car_vs_pedestrian,1,0.17501697539437222,0.6468265672538533,26,virtue,slow_down
car_vs_car,1,0.7180872494376086,0.04204745815219535,66,virtue,brake
pedestrian_vs_pedestrian,1,0.7137561134564273,0.06647233006335518,55,virtue,brake
pedestrian_vs_pedestrian,0,0.5154352291434403,0.7167516973200185,42,virtue,slow_down
car_vs_car,0,0.22546763764267463,0.6351681628467243,52,virtue,brake
car_vs_pedestrian,0,0.13229389224499655,0.6801623956206554,60,virtue,brake
pedestrian_vs_pedestrian,0,0.9572550484597893,0.23097040714627204,44,virtue,slow_down
car_vs_car,0,0.6558125382591552,0.9848889825222408,22,virtue,brake
pedestrian_vs_pedestrian,0,0.809241483573384,0.5583751621582456,5,virtue,slow_down
car_vs_pedestrian,1,0.6969705290502416,0.9695481722686885,8,virtue,brake
car_vs_pedestrian,0,0.8294736651922889,0.1641705529753802,16,virtue,slow_down
pedestrian_vs_pedestrian,0,0.16249081974892343,0.40509950984127985,54,virtue,brake
pedestrian_vs_pedestrian,0,0.4969502245470444,0.3356855189884618,6,virtue,slow_down
car_vs_car,0,0.6671247705022934,0.7550749267058624,9,virtue,brake
pedestrian_vs_pedestrian,1,0.10338989989521796,0.7475714361050912,69,virtue,brake
pedestrian_vs_pedestrian,1,0.1499569493284083,0.4865437933197033,28,virtue,slow_down
car_vs_car,0,0.6339825942509465,0.01614800421733631,9,virtue,slow_down
pedestrian_vs_pedestrian,1,0.86870580425382,0.1752057091799445,61,virtue,brake
car_vs_pedestrian,1,0.6604161789415977,0.05026566710966385,68,virtue,brake
car_vs_pedestrian,1,0.036204813456075624,0.8470145692491788,35,virtue,slow_down
pedestrian_vs_pedestrian,0,0.970432917090323,0.2897715672977671,8,virtue,slow_down
car_vs_car,1,0.13950690090624507,0.11792263690067317,44,virtue,slow_down
car_vs_pedestrian,1,0.23256223355248973,0.35417236528159113,61,virtue,brake
pedestrian_vs_pedestrian,1,0.9749672819047243,0.0772893161663627,68,virtue,brake
car_vs_pedestrian,0,0.7710329966533749,0.978857134898997,40,virtue,brake
pedestrian_vs_pedestrian,1,0.9365766803785066,0.315007901347799,67,virtue,brake
car_vs_pedestrian,0,0.8066196928080297,0.9330666988898033,59,virtue,brake
pedestrian_vs_pedestrian,0,0.6517344750032,0.6827286908605256,11,virtue,slow_down
pedestrian_vs_pedestrian,1,0.284552998863006,0.5661069874239933,45,virtue,brake
pedestrian_vs_pedestrian,1,0.3268814416995254,0.47549699712245674,47,virtue,brake
car_vs_car,0,0.9472710730443697,0.6873801068033877,54,virtue,brake
car_vs_car,1,0.8606256161556446,0.6862753335461684,37,virtue,brake
pedestrian_vs_pedestrian,1,0.35949044844232647,0.010521060760764422,51,virtue,brake
car_vs_pedestrian,1,0.3732674176207038,0.9077837455283392,41,virtue,slow_down
pedestrian_vs_pedestrian,0,0.29769439027588473,0.3679634204376524,18,virtue,hold_lane
car_vs_car,0,0.32613014262500395,0.3532731215429955,34,virtue,hold_lane
car_vs_car,1,0.8606674662887857,0.4065905438829942,66,virtue,brake
car_vs_car,1,0.010506856589846847,0.685282805308934,59,virtue,brake
car_vs_car,1,0.4360526211095247,0.376017736049687,45,virtue,brake
car_vs_pedestrian,1,0.9428396785279078,0.37383106192720283,22,virtue,slow_down
car_vs_pedestrian,1,0.5426363551828088,0.0634648796284436,14,virtue,slow_down
car_vs_pedestrian,1,0.4504457901439035,0.4166416644269283,20,virtue,slow_down
car_vs_pedestrian,0,0.3123698046995881,0.14947847704375383,21,virtue,swerve_right
car_vs_car,1,0.07391262986190383,0.8555892540597804,68,virtue,brake
pedestrian_vs_pedestrian,0,0.22448647802751287,0.3345110831972866,37,virtue,hold_lane
car_vs_car,1,0.09045840993687126,0.9608673980616703,27,virtue,slow_down
car_vs_car,0,0.12669942971542825,0.6845280025669821,62,virtue,brake
pedestrian_vs_pedestrian,1,0.1635165441262698,0.7561515348273237,26,virtue,slow_down
car_vs_car,0,0.30202943208427846,0.9477511814027457,56,virtue,brake
car_vs_pedestrian,0,0.011016679995535461,0.23893476581666506,45,virtue,brake
pedestrian_vs_pedestrian,0,0.9501438855932477,0.5672909696922672,21,virtue,brake
car_vs_car,0,0.12381909267697455,0.0407258044945622,68,virtue,brake
car_vs_car,1,0.38314887235958706,0.1007586879556942,48,virtue,brake
car_vs_car,0,0.8795275597147806,0.3665869199687879,70,virtue,brake
car_vs_car,1,0.10656797019076225,0.6825018506249403,0,virtue,slow_down
car_vs_pedestrian,1,0.4836042517541208,0.8316936024055345,19,virtue,slow_down
car_vs_car,1,0.8447835975413958,0.25640420247347284,23,virtue,slow_down
pedestrian_vs_pedestrian,0,0.5569626240341401,0.7490772136376072,47,virtue,brake
car_vs_pedestrian,0,0.21034359542276004,0.22429115744804995,59,virtue,brake
car_vs_car,0,0.7355095314125814,0.006055606116331047,8,virtue,slow_down
car_vs_pedestrian,0,0.6813410628675078,0.0544130249557343,10,virtue,slow_down
car_vs_car,0,0.3621859065469243,0.5855586228057214,47,virtue,brake
car_vs_car,1,0.046295161581375144,0.49714754609431366,25,virtue,slow_down
pedestrian_vs_pedestrian,0,0.007864689896093902,0.27042522792943224,49,virtue,brake
car_vs_pedestrian,0,0.8253928831271716,0.006547858602826584,0,virtue,slow_down
car_vs_pedestrian,0,0.32155736155906856,0.5680103492534012,37,virtue,slow_down
car_vs_car,0,0.1377698986059046,0.8176066368296516,1,virtue,slow_down
pedestrian_vs_pedestrian,0,0.5185512261629821,0.06854487792337849,67,virtue,brake
pedestrian_vs_pedestrian,0,0.9208332957250901,0.7364744573938076,10,virtue,brake
car_vs_pedestrian,1,0.008480864522397713,0.6345426019640678,12,virtue,slow_down
car_vs_pedestrian,1,0.05614354067641447,0.47935477220113487,7,virtue,slow_down
pedestrian_vs_pedestrian,1,0.41704493258507236,0.04834135497605219,15,virtue,slow_down
car_vs_pedestrian,1,0.6759659067550634,0.9235714163922957,34,virtue,brake
pedestrian_vs_pedestrian,1,0.4761004587670502,0.4774409889267427,43,virtue,slow_down
car_vs_pedestrian,0,0.8975484384654047,0.39960696088120407,63,virtue,brake
pedestrian_vs_pedestrian,0,0.04408455553747814,0.8614754020877349,62,virtue,brake
car_vs_pedestrian,0,0.34014086964374357,0.8455782289837378,6,virtue,slow_down
car_vs_car,0,0.35134788938872075,0.7272609530000238,30,virtue,slow_down
car_vs_car,0,0.3401272259863417,0.8293599829000085,61,virtue,brake
car_vs_pedestrian,0,0.48768591212339063,0.12432848098294058,11,virtue,slow_down
car_vs_car,0,0.7905770451946105,0.7609155550803418,47,virtue,brake
car_vs_car,1,0.31788261640281734,0.32803408298412784,30,virtue,slow_down
pedestrian_vs_pedestrian,1,0.7444832066322026,0.8674947934682777,11,virtue,brake
pedestrian_vs_pedestrian,1,0.1464654712790714,0.3702314659868592,4,virtue,slow_down
car_vs_car,0,0.5607248556339502,0.05430395212007544,20,virtue,slow_down
car_vs_car,0,0.3750880256655451,0.4143802367703656,0,virtue,slow_down
car_vs_car,1,0.5392108022955706,0.7567770350763613,13,virtue,slow_down
car_vs_car,0,0.10774975037224943,0.5009320609793974,38,virtue,slow_down
pedestrian_vs_pedestrian,0,0.9534628467609085,0.7636339118089683,56,virtue,brake
car_vs_pedestrian,0,0.9062141168017779,0.03527374086610702,35,virtue,slow_down
car_vs_pedestrian,0,0.8263963042906289,0.17716420360102902,51,virtue,brake
car_vs_car,1,0.8927828233880518,0.5636079310427939,5,virtue,brake
car_vs_pedestrian,1,0.1466878701814861,0.38531375384763156,21,virtue,slow_down
car_vs_pedestrian,0,0.5037217730196659,0.6801757436701997,46,virtue,brake
car_vs_pedestrian,0,0.31790915875652337,0.962554233120422,3,virtue,slow_down
pedestrian_vs_pedestrian,1,0.8873859413041586,0.659861960700514,41,virtue,brake
pedestrian_vs_pedestrian,1,0.18943768249946646,0.4173628948825998,11,virtue,slow_down
pedestrian_vs_pedestrian,1,0.21994535514197233,0.5423640184433407,29,virtue,slow_down
car_vs_car,0,0.6867144563550108,0.9128264816961705,44,virtue,brake
pedestrian_vs_pedestrian,1,0.08889965908766817,0.6729892466622129,70,virtue,brake
car_vs_pedestrian,1,0.7323671769166398,0.8031794977545278,6,virtue,brake
pedestrian_vs_pedestrian,1,0.26812728831412236,0.3015184091015335,39,virtue,slow_down
car_vs_car,0,0.6609353652671474,0.7443211568382725,38,virtue,brake
pedestrian_vs_pedestrian,1,0.8730377863606604,0.13943136933986178,4,virtue,slow_down
car_vs_pedestrian,0,0.6096113732349906,0.7497756164052175,43,virtue,brake
car_vs_car,0,0.212683733286109,0.8815585928024244,5,virtue,slow_down
pedestrian_vs_pedestrian,1,0.049165525539216604,0.9002324670534217,48,virtue,brake
car_vs_car,1,0.04461397169506587,0.11659006105264769,14,virtue,slow_down
car_vs_car,0,0.08881188201400791,0.8298820525737343,8,virtue,slow_down
car_vs_pedestrian,0,0.5798179124697159,0.10993652276803667,5,virtue,slow_down
car_vs_car,0,0.3482178540406512,0.4783969532827629,32,virtue,slow_down
car_vs_pedestrian,0,0.24310697739589815,0.6825215296861651,16,virtue,slow_down
car_vs_pedestrian,1,0.21930655779719122,0.4842491115117492,32,virtue,slow_down
pedestrian_vs_pedestrian,0,0.948581531903099,0.3399096022101472,63,virtue,brake
car_vs_car,1,0.1188165758920744,0.6838211574958553,59,virtue,brake
car_vs_car,0,0.3048144107726547,0.660878775106894,53,virtue,brake
car_vs_car,1,0.47147726201919316,0.5828926551655671,33,virtue,slow_down
pedestrian_vs_pedestrian,1,0.000449526074255413,0.5284286647767319,7,virtue,slow_down
car_vs_pedestrian,1,0.9209531874757245,0.7057398991223381,28,virtue,brake
car_vs_car,1,0.09909859076010386,0.40303705670115153,1,virtue,slow_down
car_vs_pedestrian,1,0.6824706006861725,0.06876824774233836,8,virtue,slow_down
car_vs_car,1,0.6288654771624883,0.5374545101912236,21,virtue,slow_down
pedestrian_vs_pedestrian,1,0.8090638551047372,0.7234555522438366,49,virtue,brake
car_vs_car,0,0.6513877305621525,0.2991599076160668,55,virtue,brake
pedestrian_vs_pedestrian,1,0.7693874172159795,0.14075113813593232,44,virtue,slow_down
car_vs_car,1,0.42124860878852755,0.9118411941621191,18,virtue,slow_down
pedestrian_vs_pedestrian,0,0.48870449455162324,0.8637496647461959,50,virtue,brake
car_vs_car,1,0.7016621021644194,0.6184342192913191,70,virtue,brake
car_vs_pedestrian,0,0.5684267210550511,0.7866071537040762,46,virtue,brake
pedestrian_vs_pedestrian,1,0.5115385502667199,0.9688053147744217,54,virtue,brake
pedestrian_vs_pedestrian,1,0.20555840605454934,0.5692589807268408,62,virtue,brake
car_vs_pedestrian,1,0.2581082608063754,0.24418168460033984,50,virtue,brake
pedestrian_vs_pedestrian,1,0.3584972410593935,0.6388119905326213,62,virtue,brake
car_vs_pedestrian,0,0.009284385423503183,0.9145936761004538,21,virtue,slow_down
pedestrian_vs_pedestrian,0,0.41736344958023697,0.69014820139848,21,virtue,slow_down
pedestrian_vs_pedestrian,1,0.0027684757639128144,0.02624039114940313,12,virtue,slow_down
car_vs_car,0,0.5650154359213367,0.9171326038625157,12,virtue,brake
pedestrian_vs_pedestrian,1,0.7040287689723489,0.753675255253968,39,virtue,brake
car_vs_pedestrian,0,0.5621486316151264,0.401831013397398,65,virtue,brake
car_vs_pedestrian,1,0.6935199732048759,0.9874918893490658,15,virtue,brake
car_vs_pedestrian,1,1.3168556207476811e-05,0.721679332835547,50,virtue,brake
car_vs_car,1,0.05944197328430956,0.8254410818356916,5,virtue,slow_down
pedestrian_vs_pedestrian,1,0.6984624408755553,0.9431665592498368,68,virtue,brake
car_vs_pedestrian,0,0.8029001479567706,0.039578464721066076,37,virtue,slow_down
car_vs_car,0,0.7177015708893945,0.7744198440366786,35,virtue,brake
pedestrian_vs_pedestrian,0,0.6630122425535516,0.386346435357802,25,virtue,slow_down
car_vs_pedestrian,1,0.70738266381156,0.8690750128987748,68,virtue,brake
pedestrian_vs_pedestrian,1,0.7395899257961658,0.8788958559332329,29,virtue,brake
car_vs_pedestrian,1,0.7243774983675693,0.8286184705026927,8,virtue,brake
pedestrian_vs_pedestrian,0,0.7380084776883398,0.7792005856527935,40,virtue,brake
car_vs_car,1,0.07401970741518082,0.7942828346249328,41,virtue,slow_down
car_vs_car,0,0.06327155149462471,0.29655250072160755,52,virtue,brake
car_vs_pedestrian,0,0.36111994322943897,0.40652820612639085,35,virtue,slow_down
car_vs_car,0,0.5275967145487956,0.11505489070306096,19,virtue,slow_down
pedestrian_vs_pedestrian,1,0.7626190539217277,0.8305915218616141,0,virtue,brake
car_vs_pedestrian,0,0.3347078187910125,0.6460064758246586,70,virtue,brake
pedestrian_vs_pedestrian,1,0.2751170766336348,0.6127167151166185,13,virtue,slow_down
car_vs_car,1,0.7814483081185295,0.2460780391065478,24,virtue,slow_down
pedestrian_vs_pedestrian,1,0.24933685145399498,0.61503608405159,10,virtue,slow_down
car_vs_car,1,0.8208413768144633,0.45455172518115405,16,virtue,slow_down
car_vs_car,0,0.17713354972003859,0.9952688066656168,4,virtue,slow_down
car_vs_pedestrian,0,0.3594735228724768,0.8630682727374378,24,virtue,slow_down
car_vs_car,1,0.4010756094263903,0.5259828819065572,67,virtue,brake
car_vs_pedestrian,1,0.29951044730764287,0.8084555672986753,15,virtue,slow_down
car_vs_car,1,0.003356913887012647,0.1645050008583383,68,virtue,brake
car_vs_pedestrian,1,0.23550925782124787,0.10140049912660154,45,virtue,brake
car_vs_car,0,0.3376535588788737,0.630650799675364,63,virtue,brake
car_vs_car,0,0.31362489452666276,0.7267858279388927,44,virtue,slow_down
car_vs_pedestrian,0,0.7855554964772071,0.05305643931946791,70,virtue,brake
pedestrian_vs_pedestrian,0,0.04736776253647301,0.20096335119782038,39,virtue,swerve_left
car_vs_car,1,0.3889486996552407,0.5372679769224737,58,virtue,brake
pedestrian_vs_pedestrian,1,0.03751545557944125,0.0628165995888248,2,virtue,slow_down
car_vs_pedestrian,1,0.9306475661290093,0.4240528362836997,66,virtue,brake
car_vs_pedestrian,1,0.7902094370310964,0.48207977945830105,1,virtue,slow_down
car_vs_car,0,0.9821615992380135,0.9218097321383425,14,virtue,brake
car_vs_pedestrian,1,0.9101605316960185,0.3156764963958807,52,virtue,brake
car_vs_pedestrian,0,0.3158127721160844,0.16866847343503444,18,virtue,hold_lane
car_vs_car,0,0.6915834123305803,0.007508258718974425,2,virtue,slow_down
car_vs_pedestrian,0,0.3065540874784084,0.12160810604364847,61,virtue,brake
pedestrian_vs_pedestrian,1,0.888211187929624,0.7508659988211578,36,virtue,brake
car_vs_pedestrian,1,0.4107528699673414,0.4449218824661466,34,virtue,slow_down
car_vs_pedestrian,1,0.3758875419042321,0.19872504273656522,22,virtue,slow_down
car_vs_car,1,0.9140687442333334,0.9330276943220671,50,virtue,brake
pedestrian_vs_pedestrian,0,0.8367402876198543,0.7875383184387242,22,virtue,brake
car_vs_pedestrian,0,0.9664135533643016,0.11436469134984806,39,virtue,slow_down
car_vs_pedestrian,1,0.06648808557444685,0.2689573548933495,9,virtue,slow_down
pedestrian_vs_pedestrian,0,0.2433388780388599,0.8494414825262958,21,virtue,slow_down
pedestrian_vs_pedestrian,1,0.30085774786704567,0.6924316677974202,1,virtue,slow_down
car_vs_car,0,0.4243520609547621,0.9455452142623714,20,virtue,brake
car_vs_car,0,0.473130045948536,0.07624943806964024,27,virtue,slow_down
car_vs_car,0,0.291472428066738,0.7754112229187301,53,virtue,brake
car_vs_car,0,0.7904504231450284,0.07641141584356448,58,virtue,brake
car_vs_car,1,0.22324414448505647,0.3366619356921827,37,virtue,slow_down
car_vs_pedestrian,1,0.696517313299113,0.750668768175326,65,virtue,brake
car_vs_pedestrian,1,0.8517683155920974,0.7110099742526289,25,virtue,brake
car_vs_pedestrian,1,0.6036982391595863,0.0021178231402433356,35,virtue,slow_down
pedestrian_vs_pedestrian,0,0.35415892589282083,0.2019429328506046,43,virtue,swerve_right
car_vs_car,0,0.18789124219665132,0.7785736765535612,12,virtue,slow_down
car_vs_car,0,0.134346194403696,0.12614751261472157,29,virtue,hold_lane
car_vs_car,1,0.7441747391490616,0.3263789059596004,63,virtue,brake
pedestrian_vs_pedestrian,0,0.469131997583516,0.183889506896323,33,virtue,slow_down
car_vs_pedestrian,0,0.046319551167367634,0.11145453541064598,66,virtue,brake
car_vs_pedestrian,1,0.9838395069426202,0.8366257453230115,48,virtue,brake
car_vs_pedestrian,1,0.67130318298899,0.06134174485183508,12,virtue,slow_down
car_vs_car,1,0.8441825514269772,0.5360499483229241,32,virtue,brake
pedestrian_vs_pedestrian,0,0.43818867131701145,0.6926705117092412,26,virtue,slow_down
car_vs_car,1,0.9554386208080249,0.05759021865438829,67,virtue,brake
car_vs_car,1,0.19952502092412727,0.6334267706481146,23,virtue,slow_down
pedestrian_vs_pedestrian,0,0.1851361229388161,0.33406551524113304,34,virtue,hold_lane
car_vs_pedestrian,1,0.8903347347703588,0.8335452237740951,49,virtue,brake
car_vs_car,1,0.8917170640057281,0.7976596222179057,68,virtue,brake
car_vs_car,0,0.4990194854990422,0.7939050372166463,38,virtue,slow_down
car_vs_car,0,0.12578635535397864,0.39866348416205843,60,virtue,brake
pedestrian_vs_pedestrian,0,0.3052164582032719,0.8225481897504123,8,virtue,slow_down
car_vs_pedestrian,1,0.7541523380344677,0.6299820040110257,63,virtue,brake
pedestrian_vs_pedestrian,0,0.8459919080013034,0.37868356530152425,14,virtue,slow_down
car_vs_pedestrian,1,0.3476547477448171,0.08066995545541844,54,virtue,brake
car_vs_car,1,0.061233681816867835,0.06681891267873763,37,virtue,slow_down
car_vs_car,0,0.6657266815727806,0.25140163443838215,42,virtue,slow_down
pedestrian_vs_pedestrian,1,0.7394970414382935,0.2995846445046674,6,virtue,slow_down
car_vs_car,1,0.42401467586369257,0.9275282914471441,37,virtue,brake
car_vs_pedestrian,1,0.5830976116178693,0.99993805386901,6,virtue,brake
car_vs_pedestrian,0,0.9873714975240833,0.1436738474501803,39,virtue,slow_down
car_vs_car,0,0.2449985993596594,0.9427682399627203,28,virtue,slow_down
pedestrian_vs_pedestrian,1,0.5729776937992509,0.7065400116852503,14,virtue,slow_down
car_vs_pedestrian,0,0.6109604135626425,0.49860816836652466,34,virtue,slow_down
pedestrian_vs_pedestrian,0,0.5491071960244631,0.9546866393489043,15,virtue,brake
car_vs_car,1,0.8691295579437958,0.7136931823213004,5,virtue,brake
car_vs_pedestrian,0,0.6050075319221164,0.593654522119076,2,virtue,slow_down
car_vs_pedestrian,1,0.50789002239129,0.20952676401975123,24,virtue,slow_down
car_vs_car,0,0.12301502666117314,0.24444395187078982,52,virtue,brake
car_vs_pedestrian,0,0.7032091992934255,0.9115017360662455,40,virtue,brake
car_vs_pedestrian,0,0.13210736149470037,0.21503878119458575,8,virtue,hold_lane
car_vs_car,0,0.026569893364223662,0.03230601429465796,31,virtue,hold_lane
pedestrian_vs_pedestrian,0,0.4885311630634622,0.2662270978845458,41,virtue,slow_down
car_vs_pedestrian,0,0.5724452721477323,0.4805557196122314,16,virtue,slow_down
car_vs_pedestrian,0,0.99905406137388,0.3819647607321581,9,virtue,slow_down
car_vs_pedestrian,1,0.7123267944552865,0.9358029986100561,17,virtue,brake
car_vs_car,1,0.8485903202275773,0.4185740444405015,4,virtue,slow_down
pedestrian_vs_pedestrian,0,0.3463880390307553,0.8890526876648155,17,virtue,slow_down
pedestrian_vs_pedestrian,0,0.5089146825799675,0.5946629339892705,37,virtue,slow_down
pedestrian_vs_pedestrian,0,0.9742689906618556,0.5241246724118525,56,virtue,brake
pedestrian_vs_pedestrian,0,0.41738855214277626,0.16019563265439307,61,virtue,brake
car_vs_pedestrian,1,0.8072904248023839,0.2710319137802226,47,virtue,brake
car_vs_pedestrian,1,0.5259891177444961,0.8671667768190277,25,virtue,brake
car_vs_car,0,0.2239618515300641,0.779957211482774,66,virtue,brake
pedestrian_vs_pedestrian,1,0.5804186372108828,0.44742336444908126,65,virtue,brake
pedestrian_vs_pedestrian,1,0.21806202837032151,0.90902215426829,25,virtue,slow_down
car_vs_pedestrian,0,0.003026989875741126,0.8191787030868537,0,virtue,slow_down
car_vs_pedestrian,1,0.23589601547334327,0.11208433312900468,30,virtue,slow_down
car_vs_pedestrian,0,0.19314383235509036,0.605930493802303,33,virtue,slow_down
car_vs_pedestrian,1,0.37092117719943374,0.798843206740809,48,virtue,brake
car_vs_car,1,0.8885969038092881,0.8083441279341744,10,virtue,brake
car_vs_car,0,0.3878530735986758,0.0913411779101263,38,virtue,slow_down
car_vs_car,1,0.8451876274909911,0.22461116953036142,22,virtue,slow_down
car_vs_pedestrian,1,0.5556130201315813,0.4130393168089177,35,virtue,slow_down
pedestrian_vs_pedestrian,0,0.007614704222566937,0.25163109444119314,1,virtue,swerve_left
car_vs_car,0,0.18873671290321514,0.10893814669799529,37,virtue,hold_lane
pedestrian_vs_pedestrian,1,0.9312780452080364,0.6288004296609616,2,virtue,brake
pedestrian_vs_pedestrian,0,0.6041734461977185,0.5074734515377297,60,virtue,brake
car_vs_pedestrian,0,0.9295468585722739,0.15498975429855388,50,virtue,brake
car_vs_pedestrian,1,0.31012002030345287,0.5863819962770768,65,virtue,brake
pedestrian_vs_pedestrian,0,0.7165623782827428,0.062014953406464235,46,virtue,brake
car_vs_car,1,0.7720251598972598,0.3830410592733109,69,virtue,brake
